Book|Chapter|Verse|Targum|Samaritan
2|27|1|ותעבד מדבח אעי שטים חמש אמין ארך וחמש אמין פתחי מרבע יהי מדבחה ותלת אמין רומה|ועשית מזבח עצי שטים חמש אמות ארך וחמש אמות רחב רבוע יהיה המזבח ושלש אמות קומתו
2|27|2|ותעבד קרנתה על ארבע פואתה מנה יהן קרנתה ותעפי יתה נחש|ועשית קרנתיו על ארבע פנתיו ממנו תהינה קרנתיו וצפית אתו נחשת
2|27|3|ותעבד עיריו לקטומה ודודיו ופנכיו ומשלעיו ומחתיאתה לכל מניו תעבד נחש|ועשית סירתיו לדשנו ויעיו ומזרקתיו ומזלגתיו ומחתיתיו לכל כליו תעשה נחשת
2|27|4|ותעבד לה מכבר עובד אלכת נחש ותעבד על אלכתה ארבע עסקין נחש על ארבע אצטרתה|ועשית לו מכבר מעשה רשת נחשת ועשית על הרשת ארבע טבעות נחשת על ארבע קצתיו
2|27|5|ותתן יתה תחת כרכב מדבחה מלרע ותהי אלכתה עד פלגות מדבחה|ונתתה אתו תחת כרכב המזבח מלמטה והיתה הרשת עד חצי המזבח
2|27|6|ותעבד ארעין למדבחה אריעי אעי שטים ותעפי יתון נחש|ועשית בדים למזבח בדי עצי שטים וצפית אתם נחשת
2|27|7|ותעל ית אריעיה בעסקיה ויהון אריעיה על תרתי אצטרת מדבחה במסבל אתה|והבאת את הבדים בטבעות והיו הבדים על שתי צלעות המזבח בשאת אתו
2|27|8|נביב לוחין תעבד יתה כמד אחזית יתך בטורה וכן יעבדון|נבוב לוחות תעשה אתו כאשר הראה אתך בהר וכן יעשו
2|27|9|ותעבד ית דרת משכנה לפאת דרום דרומה קלעים לדארתה מילת משזר מאה באמה ארך לפאה אחתה|ועשית את חצר המשכן לפאת נגבה תימנה קלעים לחצר שש משזר מאה באמה ארך לפאה האחת
2|27|10|עמודיו עסרים ולבניון עסרים נחש ופרעיון ולבושיון כסף|ועמודיו עשרים ואדניהם עשרים נחשת וויהם וחשקיהם כסף
2|27|11|וכן לפאת צפונה בארך קלעים מאה באמה עמודיון עסרים ולבניון עסרים נחש ופריון ולבושיון כסף|וכן לפאת צפונה בארך קלעים מאה באמה עמודיהם עשרים ואדניהם עשרים נחשת וויהם וחשקיהם כסף
2|27|12|ופתחי דארתה לפאת מערבה קלעים חמשים אמה עמודיון עסרה ולבניון עסרה נחש|ורחב החצר לפאת ימה קלעים חמשים אמה עמודיהם עשרה ואדניהם עשרה נחשת
2|27|13|ופתחי דארתה לפאת מדנע מדנעה חמשים אמה|ורחב החצר לפאת קדמה מזרחה חמשים אמה
2|27|14|חמשעסרי אמה קלעים לכתפה עמודיון תלתה ולבניון תלתה נחש|חמש עשרה אמה קלעים לכתף עמודיהם שלשה ואדניהם שלשה נחשת
2|27|15|ולפאת תניאנתה חמשעסרי אמה קלעים עמודיון תלתה ולבניון תלתה נחש|ולפאת השנית חמש עשרה אמה קלעים עמודיהם שלשה ואדניהם שלשה נחשת
2|27|16|ולתרח דארתה פרס עסרים אמה תכלה וארגמן וצבע זורי ומילת משזר עובד רקם עמודיון ארבעה ולבניון ארבעה נחש|ולשער החצר מסך עשרים אמה תכלת וארגמן ותולעת שני ושש משזר מעשה רקם ועמודיהם ארבעה ואדניהם ארבעה נחשת
2|27|17|כל עמודי דארתה סאר מלבשים כסף ופריון כסף ולבניון נחש|כל עמודי החצר סביב מחשקים כסף וויהם כסף ואדניהם נחשת
2|27|18|ארך דארתה מאה באמה ופתחי חמשים באמה ורומה חמש אמין מילת משזר ולבניון נחש|ארך החצר מאה באמה ורחב חמשים באמה וקומה חמש אמות שש משזר ואדניהם נחשת
2|27|19|ותעבד ית כל מני משכנה בכל תשמישה ובכל סכיו וכל סכי דארתה נחש ותעבד רקעי תכלה וארגמן וצבע זורי למשמשה בון בקדשה|ועשית את כל כלי המשכן בכל עבדתו ובכל יתדתיו וכל יתדות החצר נחשת ועשית בגדי תכלת וארגמן ותולעת שני לשרת בהם בקדש
2|27|20|ואתה תפקד ית בני ישראל ויסבון לידך משח זית אזגי כתית לאנהרו למסקה בוצין תדיר|ואתה תצוה את בני ישראל ויקחו אליך שמן זית זך כתית למאור לעלות נר תמיד
2|27|21|במשכן זימונה מלבר לפרכתה דעל סעדואתה יסדר יתה אהרן ובניו מרמש עד צפר לקדם יהוה גזירת עלם לדריכון מן עם בני ישראל|באהל מועד מחוץ לפרכת אשר על העדות יעריך אתו אהרן ובניו מערב עד בקר לפני יהוה חקות עולם לדרתיכם מאת בני ישראל
2|28|1|ואתה הקרב לידך ית אהרן אחוך וית בניו עמה מבגו בני ישראל למתכהנה לי אהרן נדב ואביהוא אלעזר ואיתמר בני אהרן|ואתה הקריב אליך את אהרן אחיך ואת בניו אתו מתוך בני ישראל לכהן לי אהרן נדב ואביהוא אלעזר ואיתמר בני אהרן
2|28|2|ותעבד רקעי קדש לאהרן אחוך לאיקר ולרבו|ועשית בגדי קדש לאהרן אחיך לכבוד ולתפארת
2|28|3|ואתה תמלל עם כל חכים לב אד מליתה רוח חכמה ויעבדון ית רקעי אהרן למקדשתה למכהנה לי|ואתה תדבר אל כל חכם לב אשר מלאתיו רוח חכמה ועשו את בגדי אהרן לקדשו לכהן לי
2|28|4|ואלין ארקעיה דיעבדון חשן ואפוד ומעיל וכיתנה תעיץ מצנפה ואמיאן ויעבדון רקעי קדש לאהרן אחוך ולבניו למכהנה לי|ואלה הבגדים אשר יעשון חשן ואפוד ומעיל כיתנת תשבץ מצנפת ואבניט ועשו בגדי קדש לאהרן אחיך ולבניו לכהן לי
2|28|5|ואנון יסבון ית דהבה וית תכלתה וית ארגואנה וית צבעי זעוריתה וית מילתה|והם יקחו את הזהב ואת התכלת ואת הארגמן ואת התולעת השני ואת השש
2|28|6|ויעבדון ית אפודה דהב תכלה וארגמן וצבע זעורי ומילת משזר עובד חשב|ועשו את האפוד זהב תכלת וארגמן ותולעת שני ושש משזר מעשה חשב
2|28|7|תרתי כתפן מדבקן יהי לה על תרי אסטריו ידבק|שתי כתפות חברות יהיה לו על שני קצתיו יחבר
2|28|8|ושושב אפודה דעליו כעובדה מנה יהי דהב תכלה וארגמן וצבע זעורי ומילת משזר|וחשב אפדתו אשר עליו כמעשהו ממנו יהיה זהב תכלת וארגמן ותולעת שני ושש משזר
2|28|9|ותסב ית תרתי אבני שהמה ותפתח עליין ית שמהת בני ישראל|ולקחת את שתי אבני השהם ופתחת עליהן את שמות בני ישראל
2|28|10|אשתה משמהתון על אבנה אחתה וית שמהת אשתתיתה דאתותרו על אבנה תניאנתה כתולדתון|ששה משמותם על האבן האחת ואת שמות הששה הנותרים על האבן השנית כתולדתם
2|28|11|עובד אמן אבן פתוחי חתים תפתח ית תרתי אבניה על שמהת בני ישראל מסארן מעיצן דהב תעבד יתון|מעשה חרש אבן פתוחי חותם תפתח את שתי האבנים על שמות בני ישראל מוסבות משבצות זהב תעשה אתם
2|28|12|ותשבי ית תרתי אבניה על כתפת אפודה אבני דכרן אנין לבני ישראל ויסבל אהרן ית שמהתון לקדם יהוה על תרתי כתפתה לדכרן|ושמת את שתי האבנים על כתפות האפוד אבני זכרון הנה לבני ישראל ונשא אהרן את שמותם לפני יהוה על שתי כתפתיו לזכרון
2|28|13|ותעבד מעיצן דהב|ועשית משבצות זהב
2|28|14|ותרתי שלשלן דהב דכי מתהמן תעבד יתון עובד רציף ותתן ית שלשלת רציפאתה על מעיצאתה|ושתי שרשרות זהב טהור מגבלות תעשה אתם מעשה עבות ונתתה את שרשרות העבתות על המשבצות
2|28|15|ותעבד חשן דין עובד חשב כעובד אפודה תעבדנה דהב תכלה וארגמן וצבע זעורי ומילת משזר תעבד יתה|ועשית חשן משפט מעשה חשב כמעשה האפוד תעשנו זהב תכלת וארגמן ותולעת שני ושש משזר תעשה אתו
2|28|16|מרבע יהי כפיל זרת ארכה וזרת פתחה|רבוע יהיה כפול זרת ארכו וזרת רחבו
2|28|17|ותשלם בה אשלמות אבן ארבעה סדרין סדר אדם פטדה וברקת הא סדרה אחדה|ומלאת בו מלאת אבן ארבעה טורים טור אדם פטדה וברקת הטור האחד
2|28|18|וסדרה תניאנה נפך ספיר ויהלם|והטור השני נפך ספיר ויחלם
2|28|19|וסדרה תליתאה לשם שבו ואהלמה|והטור השלישי לשם שבו ואחלמה
2|28|20|וסדרה רביעאה תרשיש שהם וישפה מסארן מעיצן דהב יון באשלמותון|והטור הרביעי תרשיש שהם וישפה מוסבות משבצות זהב יהיו במלאותם
2|28|21|ואבניה יהן על שמהת בני ישראל תרתעסרי על שמהתון פתוחי חתים גבר על שמה יהן לתריעסר שבט|והאבנים תהיינה על שמות בני ישראל שתים עשרה על שמותם פתוחי חותם איש על שמו תהינה לשנים עשר שבט
2|28|22|ותעבד על חשנה שלשלן מתהמן עובד רציף דהב דכי|ועשית על החשן שרשרות גבלות מעשה עבות זהב טהור
2|28|23|ותעבד על חשנה תרתי מעיצן דהב ותרתי עסקין דהב ותתן ית עסקיה על אצטרת חשנה|ועשית על החשן שתי משבצות זהב ושתי טבעות זהב ונתתה את הטבעות על קצות החשן
2|28|24|ותתן ית תרתי רציפת דהבה על תרתי עסקיה על אצטרת חשנה|ונתתה את שתי העבתות הזהב על שתי הטבעות על קצות החשן
2|28|25|וית תרתי איסטרתה תרתי רציפהתה תתן על תרתי מעיצהתה ותתן על כתפת אפודה עם קבל אפיו|ואת שתי הקצות שתי העבתות תתן על שתי המשבצות ונתתה על כתפות האפוד אל מול פניו
2|28|26|ותעבד תרתי עסקין דהב ותשבי יתון על תרי אסטרי חשנה על ספתה דעל דבוק אפודה מלגו|ועשית שתי טבעות זהב ושמת אתם על שני קצות החשן על שפתו אשר על חבר האפוד ביתה
2|28|27|ותעבד תרתין עסקין דהב ותתן יתון על תרתי כתפת אפודה מלרע מלקבל אפיו לתשבית דבוקה מלעל לשושב אפודה|ועשית שתי טבעות זהב ונתתה אתם על שתי כתפות האפוד מלמטה ממול פניו לעמת מחברתו ממעל לחשב האפוד
2|28|28|ויעיטון ית חשנה מן עסקיו לעסקי אפודה בשזר תכלה למהי על שושב אפודה ולא ידי חשנה מן על אפודה|וירכסו את החשן מטבעתו אל טבעת האפוד בפתיל תכלת להיות על חשב האפוד ולא יזה החשן מעל האפוד
2|28|29|ויסבל אהרן ית שמהת בני ישראל בחשן דינה על לבה במיעלה לקדשה לדכרן לקדם יהוה תדיר|ונשא אהרן את שמות בני ישראל בחשן המשפט על לבו בבאו אל הקדש לזכרון לפני יהוה תמידה
2|28|30|ותעבד ית נעיריה וית שלמיה ותתן על חשן דינה ית נעיריה וית שלמיה ויון על לב אהרן במיעלה לקדם יהוה ויסבל אהרן ית דין בני ישראל על לבה לקדם יהוה תדיר|ועשית את הארים ואת התמים ונתתה על חשן המשפט את הארים ואת התמים והיו על לב אהרן בבאו לפני יהוה ונשא אהרן את משפט בני ישראל על לבו לפני יהוה תמידה
2|28|31|ותעבד ית מעיל אפודה כליל תכלה|ועשית את מעיל האפוד כליל תכלת
2|28|32|ויהי פם רישה בממציה ספבה יהי לפמה סאר עובד סרק כפם קליה יהי לה לא יקדד|והיה פי ראשו בתוכו שפה יהיה לפיו סביב מעשה ארג כפי תחרא יהיה לו לא יקרע
2|28|33|ותעבד על רשליו רמוני תכלה וארגמן וצבע זעורי ומילת משזר על רשוליו סאר וזוגי דהב בגבון סאר|ועשית על שוליו רמוני תכלת וארגמן ותולעת שני ושש משזר על שוליו סביב ופעמוני זהב בתוכם סביב
2|28|34|זוג דהב ורמון זוג דהב ורמון על רשולי מעילה סאר|פעמון זהב ורמון פעמון זהב ורמון על שולי המעיל סביב
2|28|35|ויהי על אהרן למשמשה וישתמע קלה במיעלה לקדשה לקדם יהוה ובאפקותה ולא ימות|והיה על אהרן לשרת ונשמע קולו בבאו אל הקדש לפני יהוה ובצאתו ולא ימות
2|28|36|ותעבד טס דהב דכי ותפתח עליו פתוחי חתים קדש ליהוה|ועשית ציץ זהב טהור ופתחת עליו פתוחי חותם קדש ליהוה
2|28|37|ותשבי יתה על שזר תכלה ויהי על מעטפתה עם קבל אפי מעטפתה יהי|ושמת אתו על פתיל תכלת והיה על המצנפת אל מול פני המצנפת יהיה
2|28|38|ויהי על מוח אהרן ויסבל אהרן ית עוב קדשיה דיקדשון בני ישראל לכל מתנת קדשיון ויי על מוחה תדיר למרחה לון לקדם יהוה|והיה על מצח אהרן ונשא אהרן את עון הקדשים אשר יקדישו בני ישראל לכל מתנות קדשיהם והיה על מצחו תמיד לרצון להם לפני יהוה
2|28|39|ותעיץ ית כיתנתה מילת ותעבד מעטפה מילת ואמיאן תעבד עובד רקם|ושבצת את הכיתנת שש ועשית מצנפת שש ואבניט תעשה מעשה רקם
2|28|40|ולבני אהרן תעבד כיתנון ותעבד לון אמיאנין ומגבען תעבד לון לאיקר ולרבו|ולבני אהרן תעשה כיתנות ועשית להם אבניטים ומגבעות תעשה להם לכבוד ולתפארת
2|28|41|ותלבש יתון ית אהרן אחוך וית בניו עמה ותמשח יתון ותשלם ית אתרון ותקדש יתון ויכהנון לי|והלבשת אתם את אהרן אחיך ואת בניו אתו ומשחת אתם ומלאת את ידם וקדשת אתם וכהנו לי
2|28|42|ועבד לון שריאני עבר למכסאה בסר ערוה ממתנים ועד ירכים יהון|ועשה להם מכנסי בד לכסות בשר ערוה ממתנים ועד ירכים יהיו
2|28|43|ויון על אהרן ועל בניו במיעלון לאהל מועד או בקדומון למדבחה למשמשה בקדשה ולא יסבלון עוב וימותון גזירת עלם לה ולזרעה בתרה|והיו על אהרן ועל בניו בבאם אל אהל מועד או בגשתם אל המזבח לשרת בקדש ולא ישאו עון ומתו חקות עולם לו ולזרעו אחריו
2|29|1|ודן ממללה דתעבד לון למקדשה יתון למכהנה לי סב פר אחד בר תורין ודכרין תרין שלמין|וזה הדבר אשר תעשה להם לקדש אתם לכהן לי לקח פר אחד בן בקר ואילים שנים תמימם
2|29|2|ולחם פטיר וחלין פטיר בסיסן במשח ורקריקי פטיר סלת חטים תעבד יתון|ולחם מצות וחלות מצות בללות בשמן ורקיקי מצות סלת חטים תעשה אתם
2|29|3|ותתן יתון על קנון אחד ותקרב יתון בקנונה וית פרה וית תרי דכריה|ונתתה אתם על סל אחד והקרבת אתם בסל ואת הפר ואת שני האילים
2|29|4|וית אהרן וית בניו תקרב לתרח אהל מועד ותסעי יתון במים|ואת אהרן ואת בניו תקריב אל פתח אהל מועד ורחצת אתם במים
2|29|5|ותסב ית ארקעיה ותלבש ית אהרן ית כיתנתה ותיסר יתה אמיאן ותלבש יתה ית מעילה ותתן עליו ית אפודה וית חשנה ותעיץ לה בשושב אפודה|ולקחת את הבגדים והלבשת את אהרן את הכיתנת וחגרת אתו אבניט והלבשת אתו את המעיל ונתתה עליו את האפוד ואת החשן ואפדת לו בחשב האפוד
2|29|6|ותשבי מעטפתה על רישה ותתן ית כליל קדשה על מעטפתה|ושמת המצנפת על ראשו ונתתה את נזר הקדש על המצנפת
2|29|7|ותסב ית משח רבותה ותרק על רישה ותמשח יתה|ולקחת את שמן המשחה ויצקת על ראשו ומשחת אתו
2|29|8|וית בניו תקרב ותלבשנון כיתנון|ואת בניו תקריב והלבשתם כיתנות
2|29|9|ותיסר יתון אמיאנין אהרן ובניו ותשקע לון מגבען ותהי לון כהנה לגזירת עלם ותשלם אתר אהרן ואתר בניו|וחגרת אתם אבניטים אהרן ובניו וחבשת להם מגבעות והיתה להם כהנה לחקת עולם ומלאת יד אהרן ויד בניו
2|29|10|ותקרב ית פרה לקדם יהוה תרח אהל מועד ויסמך אהרן ובניו ית אדיון על ריש פרה|והקרבת את הפר לפני יהוה פתח אהל מועד וסמך אהרן ובניו את ידיהם על ראש הפר
2|29|11|ותכס ית פרה לקדם יהוה תרח אהל מועד|ושחטת את הפר לפני יהוה פתח אהל מועד
2|29|12|ותסב מן אדם פרה ותתן על קרנת מדבחה באצבעך וית כל אדמה תשפך לגו ארש מדבחה|ולקחת מדם הפר ונתתה על קרנות המזבח באצבעך ואת כל הדם תשפך אל יסוד המזבח
2|29|13|ותסב ית כל תרבה דמכסה ית גבה וית יתירות כבדה וית תרתי כליהתה וית תרבה דעליין ותועד למדבחה|ולקחת את כל החלב המכסה את הקרב ואת יותרת הכבד ואת שתי הכליות ואת החלב אשר עליהן והקטרת המזבחה
2|29|14|וית בסר פרה וית משכה וית פרדה תוקד בנור מלבר למשריתה סלוי היא|ואת בשר הפר ואת עורו ואת פרשו תשרף באש מחוץ למחנה חטאת היא
2|29|15|וית דכרה אחדה תסב ויסמך אהרן ובניו ית אדיון על ריש דכרה|ואת האיל האחד תקח וסמך אהרן ובניו את ידיהם על ראש האיל
2|29|16|ותכס ית דכרה ותסב ית אדמה ותזרק על מדבחה סאר|ושחטת את האיל ולקחת את דמו וזרקת על המזבח סביב
2|29|17|וית דכרה תפסק לפסקיו ותסעי גבה וכרעיו ותתן עם פסקיו ועם רישה|ואת האיל תנתח לנתחיו ורחצת קרבו וכרעיו ונתתה על נתחיו ועל ראשו
2|29|18|ותועד ית כל דכרה למדבחה עלה הוא ליהוה ריח ריחו קרבן הוא ליהוה|והקטרת את כל האיל המזבחה עלה הוא ליהוה ריח ניחח אשה הוא ליהוה
2|29|19|ותסב ית דכרה תניאנה ויסמך אהרן ובניו ית אדיון על ריש דכרה|ולקחת את האיל השני וסמך אהרן ובניו את ידיהם על ראש האיל
2|29|20|ותכס ית דכרה ותסב מן אדמה ותתן על רום אדן אהרן ועל רום אדן בניו ימינה ועל עלוון אדון ימינה ועל עלוון רגלון ימינה ותזרק ית אדמה על מדבחה סאר|ושחטת את האיל ולקחת מדמו ונתתה על תנך אזן אהרן ועל תנך אזן בניו הימנית ועל בהון ידם הימנית ועל בהון רגלם הימנית וזרקת את הדם על המזבח סביב
2|29|21|ותסב מן משח רבותה ומן אדמה דעל מדבחה ותדי על אהרן ועל רקעיו ועל בניו ועל רקעי בניו עמה ותקדשנה וית רקעיו וית בניו וית רקעי בניו עמה|ולקחת משמן המשחה ומן הדם אשר על המזבח והזית על אהרן ועל בגדיו ועל בניו ועל בגדי בניו אתו וקדשתו ואת בגדיו ואת בניו ואת בגדי בניו אתו
2|29|22|ותסב מן דכרה תרבה ית אליתה וית תרבה דמכסה ית גבה וית יתירות כבדה וית תרתי כליהתה וית תרבה דעליין וית שחק ימינה הלא דכר משלמים הוא|ולקחת מן האיל החלב את האליה ואת החלב המכסה את הקרב ואת יותרת הכבד ואת שתי הכליות ואת החלב אשר עליהן ואת שוק הימין כי איל מלאים הוא
2|29|23|וככר לחם אחד וחלת לחם שמנה אחדה ורקריק אחד מקנון פטיריה דלקדם יהוה|וככר לחם אחת וחלת לחם שמן אחת ורקיק אחד מסל המצות אשר לפני יהוה
2|29|24|ותשבי כלה על כפי אהרן ועל כפי בניו ותנף יתון אנפו לקדם יהוה|ושמת הכל על כפי אהרן ועל כפי בניו והנפת אתם תנופה לפני יהוה
2|29|25|ותסב יתון מן אדון ותועד יתון למדבחה על עלתה לריח ריחו קרבן הוא ליהוה|ולקחת אתם מידם והקטרת אתם המזבחה על העלה לריח ניחח אשה הוא ליהוה
2|29|26|ותסב ית ניחה מדכר אשלמיה מן דלאהרן ותנף יתון אנפו לקדם יהוה ויהי לך לחלק|ולקחת את החזה מאיל המלאים מאשר לאהרן והנפת אתו תנופה לפני יהוה והיה לך למנה
2|29|27|ותקדש ית ניח אנפותה וית שהק ארמותה דאתנף ודאתרם מדכר אשלמיה מן דלאהרן ומן דלבניו|וקדשת את חזה התנופה ואת שוק התרומה אשר הונף ואשר הורם מאיל המלאים מאשר לאהרן ומאשר לבניו
2|29|28|ויהי לאהרן ולבניו לחלק עלם מן עם בני ישראל הלא ארמו היא וארמו יהי מן עם בני ישראל מדבחי שלמיון ארמותון ליהוה|והיה לאהרן ולבניו לחק עולם מאת בני ישראל כי תרומה הוא ותרומה יהיה מאת בני ישראל מזבחי שלמיהם תרומתם ליהוה
2|29|29|ורקעי קדשה דלאהרן יון לבניו בתרה למתרברבה בון ולמשלמה בון ית אתרון|ובגדי הקדש אשר לאהרן יהיו לבניו אחריו למשחה בם ולמלא בם את ידם
2|29|30|שבעה יומים ילבשנון כהנה תחתיו מבניו דייעל למשכן זימונה למשמשה בקדשה|שבעת ימים ילבשם הכהן תחתיו מבניו אשר יבוא אל אהל מועד לשרת בקדש
2|29|31|וית דכר אשלמיה תסב ותבשל ית בסרה באתר קדיש|ואת איל המלאים תקח ובשלת את בשרו במקום קדוש
2|29|32|וייכל אהרן ובניו ית בסר דכרה וית לחמה דבקנונה תרח משכן זימונה|ואכל אהרן ובניו את בשר האיל ואת הלחם אשר בסל פתח אהל מועד
2|29|33|ייכלון יתון דיסלח בון למשלמה בון ית אתרון למקדשה יתון ובראי לא ייכל הלא קדש אנון|יאכלו אתם אשר כפר בם למלא בם את ידם לקדש אתם וזר לא יאכל כי קדש הם
2|29|34|ואם יתותר מן בסר אשלמיה ומן לחמה עד צפר ותוקד ית דאתותר בנור לא יתאכל הלא קדש הוא|ואם יותר מבשר המלאים ומן הלחם עד בקר ושרפת את הנותר באש לא יאכל כי קדש הוא
2|29|35|ותעבד לאהרן ולבניו ככהן ככל אד פקדת יתך שבעה יומים תשלם ית אתרון|ועשית לאהרן ולבניו ככה ככל אשר צויתי אתך שבעת ימים תמלא את ידם
2|29|36|ופר חטאתה תעבד ליום על סלוחיה ותסלח על מדבחה בסלוחך עליו ותמשח יתה למקדשתה|ופר חטאת תעשה ליום על הכפורים וחטאת על המזבח בכפרך עליו ומשחת אתו לקדשו
2|29|37|שבעה יומים תסלח על מדבחה ותקדש יתה ויהי מדבחה קדש קדשים כל דקרב במדבחה יקדש|שבעת ימים תכפר על המזבח וקדשת אתו והיה המזבח קדש קדשים כל הנגע במזבח יקדש
2|29|38|ודן דתעבד על מדבחה אמרים בני שנה תרין ליום תדיר עלת תדיר|וזה אשר תעשה על המזבח כבשים בני שנה שנים ליום תמיד עלת תמיד
2|29|39|ית אמרה אחדה תעבד בצפרה וית אמרה תניאנה תעבד בין רמשיה|את הכבש האחד תעשה בבקר ואת הכבש השני תעשה בין הערבים
2|29|40|ועסור סלת בסיס במשח כתית רבעות הינה ונסך רבעות הינה חמר לאמרה אחדה|ועשרון סלת בלול בשמן כתית רבעית ההין ונסך רבעית ההין יין לכבש האחד
2|29|41|וית אמרה תניאנה תעבד בין רמשיה כמנחת צפרה וכנסכיו תעבד לה ריח ריחו קרבן ליהוה|ואת הכבש השני תעשה בין הערבים כמנחת הבקר וכנסכו תעשה לו ריח ניחח אשה ליהוה
2|29|42|עלת תדיר לדריכון תרח משכן זימונה לקדם יהוה דאזמן לך תמן לממללה עמך תמן|עלת תמיד לדרתיכם פתח אהל מועד לפני יהוה אשר אועד לך שמה לדבר אליך שם
2|29|43|ואבעי תמן לבני ישראל ואקדש בכבודי|ונדרשתי שם לבני ישראל ונקדשו בכבודי
2|29|44|ואקדש ית משכן זימונה וית מדבחה וית אהרן וית בניו אקדש למכהנה לי|וקדשתי את אהל מועד ואת המזבח ואת אהרן ואת בניו אקדש לכהן לי
2|29|45|ואשרי בגו בני ישראל ואהי לון לאלהים|ושכנתי בתוך בני ישראל והייתי להם לאלהים
2|29|46|ויעכמון הלא אני יהוה אלהון דאפקת יתון מן ארע מצרים למשרי בגבון אני יהוה אלהון ל|וידעו כי אני יהוה אלהיהם אשר הוצאתי אתם מארץ מצרים לשכני בתוכם אני יהוה אלהיהם
2|30|11|ומלל יהוה עם משה למימר|וידבר יהוה אל משה לאמר
2|30|12|כד תתלי ית סכום בני ישראל למניאניון ויתנון גבר סלוח נפשה ליהוה במנאי יתון ולא יהי בון נגף במני יתון|כי תשא את ראש בני ישראל לפקדיהם ונתנו איש כפר נפשו ליהוה בפקד אתם ולא יהיה בהם נגף בפקד אתם
2|30|13|דן יתנון כל העבר על מניאניה מפלגות מתקלה במתקל קדשה ומתקל קדשה עסרים גרה הוא מתקלה ארמו ליהוה|זה יתנו כל העבר על הפקדים מחצית השקל בשקל הקדש ושקל הקדש עשרים גרה הוא השקל תרומה ליהוה
2|30|14|כל העבר על מניאניה מבר עסרים שנה ולעל יתנון ית ארמות יהוה|כל העבר על הפקדים מבן עשרים שנה ומעלה יתנו את תרומת יהוה
2|30|15|עתירה לא יסגי ומסכינה לא יזער מפלגות מתקלה למתן ית ארמות יהוה למסלחה על נפשהתכון|העשיר לא ירבה והדל לא ימעיט ממחצית השקל לתת את תרומת יהוה לכפר על נפשתיכם
2|30|16|ותסב ית כסף סלוחיה מן עם בני ישראל ותתן יתה לגו תשמיש משכן זימונה ויהי לבני ישראל לדכרן לקדם יהוה למסלחה על נפשהתכון|ולקחת את כסף הכפורים מאת בני ישראל ונתתה אתו אל עבדת אהל מועד והיה לבני ישראל לזכרון לפני יהוה לכפר על נפשתיכם
2|30|17|ומלל יהוה עם משה למימר|וידבר יהוה אל משה לאמר
2|30|18|ותעבד כיור נחש וכנה נחש למסעי ותתן יתה בין משכן זימונה ובין מדבחה ותתן תמן מים|ועשית כיור נחשת וכנו נחשת לרחצה ונתתה אתו בין אהל מועד ובין המזבח ונתתה שם מים
2|30|19|ויסעי מנה אהרן ובניו ית אדיון וית רגליון|ורחץ ממנו אהרן ובניו את ידיהם ואת רגליהם
2|30|20|במיעלון למשכן זימונה יסעון מים ולא ימותון אי בקדומון למדבחה למשמשה למועדה קרבן ליהוה|בבאם אל אהל מועד ירחצו מים ולא ימותו או בגשתם אל המזבח לשרת להקטיר אשה ליהוה
2|30|21|יסעון אדיון ורגליון ולא ימותון ותהי לון גזירת עלם לה ולזרעה לדריון|ירחצו ידיהם ורגליהם ולא ימותו והיתה להם חקות עולם לו ולזרעו לדרותם
2|30|22|ומלל יהוה עם משה למימר|וידבר יהוה אל משה לאמר
2|30|23|ואתה סב לך בסמנים ריש מרדרור חמש מון וקנמון בשם פלגותה חמשים ומאתים וקנה בשם חמשים ומאתים|ואתה קח לך בשמים ראש מרדרור חמש מאות וקנמון בשם מחציתו חמשים ומאתים וקנה בשם חמשים ומאתים
2|30|24|וקדה חמש מון במתקל קדשה ומשע זית הין|וקדה חמש מאות בשקל הקדש ושמן זית הין
2|30|25|ותעבד יתה משח רבות קדש עטר מעטר עובד עטר משח רבות קדש יהי|ועשית אתו שמן משחת קדש רקח מרקחת מעשה רקח שמן משחת קדש יהיה
2|30|26|ותמשח בה ית משכן זימונה וית ארון סעדואתה|ומשחת בו את אהל מועד ואת ארון העדות
2|30|27|ית פתורה וית כל מניו ית מנהרתה וית כל מניה ית מדבח אועדותה|את השלחן ואת כל כליו את המנורה ואת כל כליה
2|30|28|וית מדבח עלתה וית כל מניו ית כיורה וית כנה|את מזבח הקטרת ואת מזבח העלה ואת כל כליו את הכיור ואת כנו
2|30|29|ותקדש יתון ויון קדש קדשים כל דקרב בון יקדש|וקדשת אתם והיו קדש קדשים כל הנגע בהם יקדש
2|30|30|וית אהרן וית בניו תמשח ותקדש יתון למכהנה לי|ואת אהרן ואת בניו תמשח וקדשת אתם לכהן לי
2|30|31|ועם בני ישראל תמלל למימר משח רבות קדש יהי דן לי לדריכון|ואל בני ישראל תדבר לאמר שמן משחת קדש יהיה זה לי לדרתיכם
2|30|32|על בסר אנש לא יתנסך ובדמותה לא תעבדון כבתה קדש הוא וקדש יהי לכון|על בשר אדם לא יוסך ובתכנתו לא תעשו כמהו קדש הוא וקדש יהיה לכם
2|30|33|אנש דירקח כבתה ודיתן מנה על בראי ויתעקר מן עמה|איש אשר ירקח כמהו ואשר יתן ממנו על זר ונכרת מעמיו
